Query;Answer Id;Rank;threadFinalScore;AsymSim;AsymSimNorm;jaccard;methodScore;bm25Score;bm25ScoreNorm;tf-idf;tf-idfNorm;

How can I insert an element in array at a given position?


Found Answers: (6);https://stackoverflow.com/questions/11638153;1;2.53;2.14;9.42;0.82;0.15;0.61;-1;0.86;0.16;0.75;
;https://stackoverflow.com/questions/24887047;3;2.51;2.46;8.99;0.79;0.08;1.39;-1;0.82;0.02;0.09;
;https://stackoverflow.com/questions/20904059;5;2.45;2.36;11.01;0.96;0.18;0.61;-1;0.8;0.07;0.34;
;https://stackoverflow.com/questions/7074420;9;2.32;2.36;10.8;0.94;0.09;0.0;-1;0.99;0.13;0.6;
;https://stackoverflow.com/questions/9823533;44;1.94;1.86;9.63;0.84;0.12;0.0;-1;0.76;0.1;0.49;
;https://stackoverflow.com/questions/9823658;63;1.75;1.86;8.35;0.73;0.2;0.0;-1;0.93;0.08;0.38;

Missed Answers: (6);https://stackoverflow.com/questions/11638208;-1;0.0;-1;5.11;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/49237707;-1;0.0;-1;5.11;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/7384949;-1;0.0;-1;5.11;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/46435361;-1;0.0;-1;5.11;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/22785344;-1;0.0;-1;5.11;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/7384990;-1;0.0;-1;5.11;-1;0.0;-1;-1;0.0;-1;0.0;


Trash: (94);https://stackoverflow.com/questions/9242176;0;2.65;1.52;9.65;0.84;0.07;1.32;-1;0.79;0.15;0.73;
;https://stackoverflow.com/questions/15365427;2;2.52;1.64;10.26;0.9;0.1;1.39;-1;0.9;0.08;0.38;
;https://stackoverflow.com/questions/47064784;4;2.48;1.66;10.7;0.93;0.12;0.81;-1;0.68;0.14;0.65;
;https://stackoverflow.com/questions/44277487;6;2.45;1.56;9.9;0.87;0.1;1.39;-1;0.85;0.08;0.36;
;https://stackoverflow.com/questions/44483952;7;2.36;1.78;8.51;0.74;0.03;1.62;-1;0.85;0.03;0.15;
;https://stackoverflow.com/questions/51615474;8;2.35;2.36;10.14;0.89;0.09;0.61;-1;0.79;0.06;0.3;
;https://stackoverflow.com/questions/52694098;10;2.31;1.63;10.57;0.92;0.15;0.0;-1;0.71;0.21;1.0;
;https://stackoverflow.com/questions/27906868;11;2.31;1.71;10.45;0.91;0.04;0.85;-1;0.84;0.08;0.4;
;https://stackoverflow.com/questions/13812329;12;2.29;1.65;11.18;0.98;0.08;1.02;-1;0.78;0.04;0.21;
;https://stackoverflow.com/questions/43735894;13;2.27;1.75;7.34;0.64;0.0;1.88;-1;0.76;0.0;0.0;
;https://stackoverflow.com/questions/10477858;14;2.25;1.5;8.45;0.74;0.03;1.28;-1;0.68;0.08;0.38;
;https://stackoverflow.com/questions/8719442;15;2.24;1.59;10.83;0.95;0.07;0.61;-1;0.88;0.1;0.49;
;https://stackoverflow.com/questions/39141104;16;2.24;1.72;10.41;0.91;0.2;0.94;-1;0.74;0.05;0.24;
;https://stackoverflow.com/questions/54639854;17;2.22;1.59;9.46;0.83;0.12;1.09;-1;0.74;0.06;0.31;
;https://stackoverflow.com/questions/43925724;18;2.2;1.59;10.16;0.89;0.22;0.0;-1;0.82;0.19;0.92;
;https://stackoverflow.com/questions/21618992;19;2.19;1.49;10.75;0.94;0.33;0.37;-1;0.69;0.13;0.64;
;https://stackoverflow.com/questions/19067509;20;2.19;1.72;9.49;0.83;0.04;1.02;-1;0.81;0.05;0.23;
;https://stackoverflow.com/questions/12493550;21;2.17;1.67;9.19;0.8;0.1;0.78;-1;0.67;0.09;0.43;
;https://stackoverflow.com/questions/3602046;22;2.16;2.08;11.44;1.0;0.2;0.16;-1;0.8;0.07;0.35;
;https://stackoverflow.com/questions/11638195;23;2.15;2.14;10.15;0.89;0.15;0.0;-1;0.9;0.12;0.56;


-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I compress or zip a directory recursively?


Found Answers: (7);https://stackoverflow.com/questions/1399432;0;5.93;2.13;11.53;0.69;0.04;8.02;-1;0.53;0.17;0.62;
;https://stackoverflow.com/questions/16646691;10;4.45;1.92;16.18;0.97;0.33;4.27;-1;0.84;0.23;0.87;
;https://stackoverflow.com/questions/9257957;12;4.28;2.13;13.5;0.81;0.12;4.5;-1;0.52;0.16;0.6;
;https://stackoverflow.com/questions/6472872;14;4.17;2.28;14.87;0.9;0.06;4.5;-1;0.68;0.07;0.27;
;https://stackoverflow.com/questions/45972988;20;3.76;1.98;15.27;0.92;0.18;3.83;-1;0.52;0.08;0.3;
;https://stackoverflow.com/questions/23346890;22;3.5;1.98;15.92;0.96;0.14;2.79;-1;1.0;0.15;0.58;
;https://stackoverflow.com/questions/9437806;44;2.45;2.13;11.9;0.72;0.06;1.11;-1;0.56;0.15;0.56;

Missed Answers: (11);https://stackoverflow.com/questions/9325036;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/15970455;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/38332686;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/31557287;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/19683083;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/15969656;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/29675600;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/740382;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/13912353;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/29116934;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;
;https://stackoverflow.com/questions/13476752;-1;0.0;-1;3.41;-1;0.0;-1;-1;0.0;-1;0.0;


Trash: (93);https://stackoverflow.com/questions/981731;1;5.76;2.28;13.78;0.83;0.08;7.85;-1;0.53;0.07;0.25;
;https://stackoverflow.com/questions/989272;2;5.55;2.28;12.61;0.76;0.05;7.61;-1;0.55;0.06;0.22;
;https://stackoverflow.com/questions/7108813;3;5.3;2.28;13.16;0.79;0.06;7.1;-1;0.55;0.05;0.19;
;https://stackoverflow.com/questions/29075605;4;5.28;1.67;15.97;0.96;0.18;7.1;-1;0.47;0.06;0.22;
;https://stackoverflow.com/questions/30184644;5;5.04;1.86;11.55;0.7;0.12;7.1;-1;0.44;0.05;0.17;
;https://stackoverflow.com/questions/1402051;6;5.02;2.13;11.62;0.7;0.06;6.14;-1;0.81;0.17;0.65;
;https://stackoverflow.com/questions/24642072;7;4.94;2.28;13.73;0.83;0.09;5.95;-1;0.75;0.11;0.42;
